site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,notesEnc,timeEnc
VONGJENMD1,2009-06-23,NA,Band,CARW,2441-14203,"A/R,BU",AHY,M,NA,NA,20.7,59,NA,21.59,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012 -",NA
VONGJENMD1,2009-06-23,NA,Band,GRCA,2411-37407,"A,Y/PK",AHY,M,NA,NA,33.9,88.5,NA,26.43,"yearColumn = 2009, banded 6/23; yearColumn = 2014, resighted 6/14/2014 -",NA
VONGJENMD1,2010-05-10,NA,Recap,CACH,2590-82308,"P/A,G",AHY,M,NA,NA,9.7,NA,NA,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April, 7 sept -",NA
VONGJENMD1,2010-05-10,NA,Recap,CARW,2441-14203,"A/R,BU",AHY,M,NA,NA,20,NA,NA,NA,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012 -",NA
VONGJENMD1,2010-05-10,NA,Band,HOWR,2460-22777,"R,W/A",AHY,M,NA,NA,11.3,51,NA,17.73,"yearColumn = 2010, banded 5/10; resighted by participant  19 July -",NA
VONGJENMD1,2010-05-10,NA,Band,SOSP,2251-80326,"A,O/BU",AHY,M,NA,NA,21.8,65,NA,21.8,"yearColumn = 2010, banded 5/10 -",NA
VONGJENMD1,2010-05-10,NA,Band,HOWR,2460-22778,"A/P,W",HY,U,NA,NA,10.3,54,NA,17.21,"yearColumn = 2010, banded 5/10 -",NA
VONGJENMD1,2010-05-10,NA,Band,AMRO,1272-43085,"R,A/O",AHY,F,NA,NA,69.1,124,NA,31.21,"yearColumn = 2010, banded 5/10 -",NA
VONGJENMD1,2010-05-10,NA,Band,CACH,2460-22779,"A,R/R",AHY,M,NA,NA,10.2,65,NA,16.39,"yearColumn = 2010, banded 5/10 -",NA
VONGJENMD1,2010-05-10,NA,Band,SOSP,2251-80328,"Y/A,BK",AHY,M,NA,NA,19.5,65,NA,20.81,"yearColumn = 2010, banded 5/10; resighted by participant 15 June -",NA
VONGJENMD1,2010-05-10,NA,Band,NOCA,2411-37990,"PK/O,A",AHY,F,NA,NA,39.2,87,NA,24.15,"yearColumn = 2010, banded 5/10 -",NA
VONGJENMD1,2010-05-10,NA,Band,NOCA,2411-37987,"O,A/Y",AHY,F,NA,NA,NA,91.5,NA,23.84,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March -",NA
VONGJENMD1,2010-05-10,NA,Band,NOCA,2411-37988,"BK/W,A",AHY,M,NA,NA,42.6,93,NA,24.15,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012 -",NA
VONGJENMD1,2010-05-10,NA,Band,AMRO,1272-43086,"G,BK/A",AHY,F,NA,NA,84.1,121,NA,30.03,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March -",NA
VONGJENMD1,2010-05-10,NA,Band,GRCA,2411-37989,"BU/A,BU",AHY,M,NA,NA,40.3,84,NA,26.83,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012 -",NA
VONGJENMD1,2010-05-10,NA,Band,SOSP,2251-80327,"PK,A/PK",AHY,M,NA,NA,21,66,NA,21.37,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 19 July, 22 aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; yearColumn = 2012, resighted by participant 02/19/2012 -",NA
VONGJENMD1,2010-05-10,NA,Band,CARW,2251-80329,"A/Y,Y",AHY,F,NA,NA,16.6,59.5,NA,21.29,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012 -",NA
VONGJENMD1,2010-05-10,NA,Band,CACH,2460-22780,"A/W,W",AHY,F,NA,NA,8.3,59,NA,14.58,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 16 Dec; yearColumn = 2011, resighted by participant 20 March -",NA
VONGJENMD1,2012-06-07,NA,Band,NOCA,2421-34631,"R,A/O",AHY,F,NA,NA,38.3,87,NA,23.75,"yearColumn = 2012, Banded 6/7/2012 -",NA
VONGJENMD1,2012-06-07,NA,Band,SOSP,2441-14168,"G,A/R",AHY,F,NA,NA,20.1,61,NA,20.57,"yearColumn = 2012, Banded 6/7/2012 -",NA
VONGJENMD1,2012-06-07,NA,Band,CARW,2441-14169,"PK,A/PU",AHY,F,NA,NA,19.6,57,NA,20.9,"yearColumn = 2012, Banded 6/7/2012 -",NA
VONGJENMD1,2012-06-07,NA,Band,CACH,2590-83071,"A,G/BU",AHY,M,NA,NA,11.1,63,NA,16.49,"yearColumn = 2012, Banded 6/7/2012 -",NA
VONGJENMD1,2012-06-07,NA,Band,GRCA,2421-34633,"PU/A,O",AHY,M,NA,NA,33.2,90,NA,28.06,"yearColumn = 2012, Banded 6/7/2012 -",NA
VONGJENMD1,2012-06-07,NA,Band,GRCA,2421-34634,"A/W,Y",AHY,F,NA,NA,39.7,84,NA,27.99,"yearColumn = 2012, Banded 6/7/2012 -",NA
VONGJENMD1,2012-06-07,NA,Band,SOSP,2441-14167,"PU/A,Y",AHY,M,NA,NA,20,68,NA,20.94,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, resighted by participant 13 April, 27 May -",NA
VONGJENMD1,2012-06-07,NA,Band,GRCA,2421-34632,"W,G/A",AHY,M,NA,NA,35.1,92,NA,27.99,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2013, resighted 2013 -",NA
VONGJENMD1,2012-06-07,NA,Band,CACH,2590-83072,"A/O,R",HY,U,NA,NA,9.9,59,NA,14.97,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, Resighted 7/8/2015 -",NA
VONGJENMD1,2013-05-05,NA,Band,HOWR,2460-22987,"BU,G/A",AHY,M,NA,NA,11.4,51.5,NA,16.19,"yearColumn = 2013, Banded, 5/5/2013 -",NA
VONGJENMD1,2013-05-05,NA,Band,CACH,2460-22988,"R,G/A",SY,M,NA,NA,10.2,62,NA,16.32,"yearColumn = 2013, Banded, 5/5 -",NA
VONGJENMD1,2013-05-11,NA,Band,GRCA,2441-13825,"A/G,O",AHY,M,NA,NA,35.8,89,NA,28.7,"yearColumn = 2013, Capture 5/11/2013 -",NA
VONGJENMD1,2013-05-13,NA,Band,CARW,2441-96339,"A,G/BK",AHY,M,NA,NA,21.4,61,NA,24.54,"yearColumn = 2013, May 13, 2013 -",NA
VONGJENMD1,2013-05-13,NA,Band,CACH,2610-37357,"BK,G/A",AHY,M,NA,NA,9.7,59,NA,21.3,"yearColumn = 2013, May 13, 2013 -",NA
VONGJENMD1,2013-05-13,NA,Band,GRCA,2641-63902,"G,BU/A",AHY,M,NA,NA,36,90,NA,28.36,"yearColumn = 2013, May 13, 2013 -",NA
VONGJENMD1,2013-05-13,NA,Band,NOCA,2641-63901,"BU,Y/A",AHY,M,NA,NA,40.6,100,NA,25.16,"yearColumn = 2013, May 13, 2013; yearColumn = 2015, resighted by participant 30 April; 10 June -",NA
VONGJENMD1,2013-05-17,NA,Band,CACH,2710-25929,"PU,Y/A",ASY,F,NA,NA,9,58,NA,15.42,"yearColumn = 2013, Banded 5/17/13; yearColumn = 2015, resighted by participant 28 May -",NA
VONGJENMD1,2014-05-03,NA,Band,CACH,2730-24704,"W/A,O",AHY,M,NA,NA,9.2,NA,54,NA,"yearColumn = 2014, 05/03/2014; yearColumn = 2015, resighted by participant 10 June -",NA
VONGJENMD1,2014-06-14,NA,Band,NOCA,2641-63760,"A,BK/PK",AHY,F,NA,NA,45.36,88,NA,25.05,"yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,GRCA,2641-63761,"A,Y/G",AHY,F,NA,NA,41.37,89,NA,27.98,"yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,HOWR,2690-95955,"Y,O/A",AHY,M,NA,NA,10.4,50,NA,15.8,"yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,HOWR,2690-95956,"W/BU,A",AHY,F,NA,NA,11,51,NA,16.7,"yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,HOWR,2690-95957,"A,-",U,U,NA,NA,11.2,NA,NA,NA,"yearColumn = 2014, captured 6/14/14; yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,AMRO,1352-46203,"A,PK/Y",AHY,F,NA,NA,71.1,116,NA,31.3,"yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,NOCA,2641-63763,"BU,BK/A",AHY,F,NA,NA,44.4,67,NA,24.7,"yearColumn = 2014, banded 6/14/2014 -",NA
VONGJENMD1,2014-06-14,NA,Band,NOCA,2641-63762,"PK,PK/A",HY,M,NA,NA,41.8,92,NA,23.05,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, Recaptured on 4/20/15 -",NA
VONGJENMD1,2014-06-14,NA,Band,CARW,2571-90100,"O,A/O",AHY,U,NA,NA,20.4,59.5,NA,23.2,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, resighted by participant 13 April, 24 May -",NA
VONGJENMD1,2015-04-20,NA,Band,CACH,2690-96065,"O/R,A",ASY,M,NA,NA,10.5,65,NA,15.17,"yearColumn = 2015, Banded on 4/20/15 -",NA
VONGJENMD1,2015-04-20,NA,Band,CACH,2690-96064,"BK/BK,A",SY,F,NA,NA,10.3,60,NA,14.97,"yearColumn = 2015, Banded on 4/20/15 -",NA
VONGJENMD1,2015-04-20,NA,Band,SOSP,2571-70312,"W/A,PK",SY,M,NA,NA,22.4,63,NA,22.21,"yearColumn = 2015, Banded on 4/20/15 -",NA
VONGJENMD1,2015-04-20,NA,Recap,NOCA,2641-63762,"PK,PK/A",HY,M,NA,NA,41.5,NA,NA,NA,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, Recaptured on 4/20/15 -",NA
VONGJENMD1,2015-07-08,NA,Band,GRCA,2421-11394,"PK/BU,A",AHY,F,NA,NA,35,85,NA,28.63,"yearColumn = 2015, .Banded 7/8/2015 -",NA
VONGJENMD1,2015-07-08,NA,Band,GRCA,2421-11395,"R/A,BK/P",AHY,U,NA,NA,33.4,90,NA,28.04,"yearColumn = 2015, Banded 7/8/2015. -",NA
VONGJENMD1,2015-07-08,NA,Band,HOWR,2750-41403,"R,R/A",AHY,U,NA,NA,10.4,50,NA,17.22,"yearColumn = 2015, Banded 7/8/2015 -",NA
VONGJENMD1,2015-07-08,NA,Band,CACH,2750-41404,"G,A/O",AHY,F,NA,NA,9.2,59,NA,14.69,"yearColumn = 2015, .Banded 7/8/2015 -",NA
VONGJENMD1,2015-07-08,NA,Band,NOCA,2421-11396,"A,Y/Y",AHY,F,NA,NA,46.3,95,NA,23.02,"yearColumn = 2015, Banded 7/8/2015. -",NA
VONGJENMD1,2015-07-08,NA,Band,SOSP,2661-31885,"A,W/W",AHY,F,NA,NA,22.2,65,NA,21.35,"yearColumn = 2015, Banded 7/8/2015. -",NA
VONGJENMD1,2016-07-07,"KJW,MAR",Band,NOCA,2651-47573,"A,G/O",AHY,M,NA,1,27.2,94.5,97,22.1,Molting crown,07:15
VONGJENMD1,2016-07-07,"KJW,MAR",Band,TUTI,2711-77565,"A/W,BK",HY,UNK,NA,1,12,77,64,18.45,NA,07:30
VONGJENMD1,2016-07-07,"KJW,MAR",Band,HOWR,2810-03340,"O/P,A",AHY,M,CP,0,7.1,49.5,40,17.99,NA,07:40
VONGJENMD1,2016-07-07,"KJW,MAR",Band,HOWR,2810-03341,"Y/A,Y",AHY,F,BP,1,7.5,47,44,17.59,NA,08:02
WILLTERMD1,2008-06-05,NA,Band,NOCA,2301-56806,"P/Y,A",AHY,M,NA,NA,NA,96,NA,23.71,"yearColumn = 2008, banded 6/5 -",NA
WILLTERMD1,2008-06-05,NA,Band,GRCA,2301-56807,"A,PK/G",AHY,M,NA,NA,NA,86,NA,26.27,"yearColumn = 2008, banded 6/5 -",NA
WILLTERMD1,2008-06-05,NA,Band,AMRO,1232-87911,"A/O,W",AHY,F,NA,NA,78.9,120,NA,34.31,"yearColumn = 2008, banded 6/5; yearColumn = 2012, Resight by participant 3/19/2012; yearColumn = 2013, Resight by participant on September 28 -",NA
WILLTERMD1,2008-06-05,NA,Band,GRCA,2301-56808,"Y,A/PK",AHY,M,NA,NA,NA,91,NA,27.72,"yearColumn = 2008, banded 6/5; yearColumn = 2009, resighted 7/13 -",NA
WILLTERMD1,2009-07-13,NA,Band,CARW,2441-14212,"A,W/BK",HY,U,NA,NA,18.4,58,NA,21.78,"yearColumn = 2009, banded 7/13 -",NA
WILLTERMD1,2009-07-13,NA,Band,CARW,2441-14213,"W/A,Y",AHY,M,NA,NA,21,61,NA,22.05,"yearColumn = 2009, banded 7/13 -",NA
WILLTERMD1,2009-07-13,NA,Band,GRCA,2411-37425,"PK,P/A",AHY,F,NA,NA,33.3,88,NA,28.29,"yearColumn = 2009, banded 7/13 -",NA
WILLTERMD1,2009-07-13,NA,Band,GRCA,2411-37426,"A/W,PK",HY,U,NA,NA,36.6,90,NA,NA,"yearColumn = 2009, banded 7/13 -",NA
WILLTERMD1,2009-07-13,NA,Band,SOSP,2441-14214,"BK/G,A",HY,U,NA,NA,19.4,64.5,NA,22.05,"yearColumn = 2009, banded 7/13 -",NA
WILLTERMD1,2009-07-13,NA,Band,NOCA,2411-37424,"A,BK/O",AHY,M,NA,NA,43,92,NA,22.8,"yearColumn = 2009, banded 7/13; yearColumn = 2010, re-cap 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,CARW,2251-80356,"G,A/G",AHY,M,NA,NA,19.4,61,NA,21.88,"yearColumn = 2010, banded 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,GRCA,2421-11534,"A,R/W",AHY,F,NA,NA,39.5,87,NA,27.62,"yearColumn = 2010, banded 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,GRCA,2421-11535,"Y/BU,A",HY,U,NA,NA,33.1,83,NA,26.79,"yearColumn = 2010, banded 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,GRCA,2421-11536,"R,A/R",HY,U,NA,NA,31.7,87,NA,25.84,"yearColumn = 2010, banded 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,CACH,2510-03858,"O/A,Y",HY,U,NA,NA,10.1,59,NA,16.04,"yearColumn = 2010, banded 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,CACH,2510-03857,"A/R,W",HY,U,NA,NA,8.1,58,NA,15.28,"yearColumn = 2010, banded 6/28 -",NA
WILLTERMD1,2010-06-28,NA,Band,AMRO,1272-43052,"W,BK/A",AHY,M,NA,NA,79,129,NA,33.36,"yearColumn = 2010, banded 6/28; yearColumn = 2012, Resight by participant 3/20/2012 -",NA
WILLTERMD1,2012-05-24,NA,Band,AMRO,1292-64276,"PK/A,Y",HY,U,NA,NA,88.5,113,NA,32.76,"yearColumn = 2012, Banded 5/24/2012 -",NA
WILLTERMD1,2012-05-24,NA,Band,NOCA,2421-34602,"BU,A/G",HY,U,NA,NA,44.2,90,NA,24.86,"yearColumn = 2012, Banded 5/24/2012 -",NA
WILLTERMD1,2012-05-24,NA,Band,NOCA,2421-34603,"A,Y/R",HY,U,NA,NA,41.2,87,NA,24.01,"yearColumn = 2012, Banded 5/24/2012 -",NA
WILLTERMD1,2012-05-24,NA,Band,NOCA,2421-34604,"R/A,PU",HY,U,NA,NA,46,88,NA,24.58,"yearColumn = 2012, Banded 5/24/2012 -",NA
WILLTERMD1,2012-05-24,NA,Band,NOCA,2421-34605,"G/BK,A",AHY,M,NA,NA,48.3,93,NA,23.54,"yearColumn = 2012, Banded 5/24/2012 -",NA
WILLTERMD1,2012-05-24,NA,Band,CARW,2341-29394,"PU/A,BU",AHY,M,NA,NA,19.2,58,NA,21.48,"yearColumn = 2012, Banded 5/24/2012 -",NA
WILLTERMD1,2013-08-05,NA,Band,GRCA,2641-63697,"G,PU/A",AHY,M,NA,NA,36.7,89,NA,26.57,"yearColumn = 2013, Banded 8/5/2013 -",NA
WILLTERMD1,2013-08-05,NA,Band,CACH,2710-54012,"A/W,BU",HY,U,NA,NA,9.4,62,NA,14.48,"yearColumn = 2013, Banded 8/5/2013 -",NA
WILLTERMD1,2013-08-05,NA,Band,CARW,2441-96569,"O,Y/A",HY,M,NA,NA,19,59,NA,21.96,"yearColumn = 2013, Banded 8/5/2013 -",NA
WILLTERMD1,2013-08-05,NA,Band,NOCA,2641-63696,"PK/W,A",AHY,F,NA,NA,42.2,90,NA,24.75,"yearColumn = 2013, Banded 8/5/2013; yearColumn = 2015, Recaptured 6/23/15 -",NA
WILLTERMD1,2014-06-23,NA,Band,GRCA,2421-11979,"A/O,Y",ASY,M,NA,NA,35.2,NA,93,NA,"yearColumn = 2014, banded June 23 -",NA
WILLTERMD1,2014-06-23,NA,Band,HOWR,2710-53954,"BU/A,W",HY,U,NA,NA,10.1,NA,41,NA,"yearColumn = 2014, banded June 23 -",NA
WILLTERMD1,2014-06-23,NA,Band,HOWR,2710-53955,"Y,O/A",AHY,F,NA,NA,11.7,NA,42,NA,"yearColumn = 2014, banded June 23 -",NA
WILLTERMD1,2014-06-23,NA,Band,CACH,2710-53956,"A,G/Y",SY,F,NA,NA,8.9,NA,48,NA,"yearColumn = 2014, banded June 23 -",NA
WILLTERMD1,2014-06-23,NA,Band,CARW,2441-13855,"G,R/A",AHY,M,NA,NA,21.4,60,47,21.48,"yearColumn = 2014, banded June 23; yearColumn = 2015, Recaptured 6/23/15 -",NA
WILLTERMD1,2015-06-23,NA,Band,NOCA,2651-56728,"R,G/A",HY,U,NA,NA,41.5,87,NA,22.87,"yearColumn = 2015, Banded 6/23/15 -",NA
WILLTERMD1,2015-06-23,NA,Band,HOWR,2750-41377,"R/R,A",AHY,M,NA,NA,10.9,NA,44,NA,"yearColumn = 2015, Banded 6/23/15 -",NA
WILLTERMD1,2015-06-23,NA,Band,SOSP,2711-77607,"W/A,PK",SY,M,NA,NA,21.3,68,NA,21.02,"yearColumn = 2015, Banded  -",NA
WILLTERMD1,2015-06-23,NA,Band,GRCA,2651-56729,"A,PK/PK",SY,M,NA,NA,32.4,86,NA,28.48,"yearColumn = 2015, Banded 6/23/15 -",NA
WILLTERMD1,2015-06-23,NA,Recap,NOCA,2641-63696,"PK/W,A",AHY,F,NA,NA,42.8,NA,NA,NA,"yearColumn = 2013, Banded 8/5/2013; yearColumn = 2015, Recaptured 6/23/15 -",NA
WILLTERMD1,2015-06-23,NA,Recap,CARW,2441-13855,"G,R/A",AHY,M,NA,NA,22.6,NA,NA,NA,"yearColumn = 2014, banded June 23; yearColumn = 2015, Recaptured 6/23/15 -",NA
WILLTERMD1,2016-06-07,NA,Band,CARW,2741-54609,"Y/A,W",AHY,F,BP,0,18.7,59,58,NA,Tail feather taken,08:00
WILLTERMD1,2016-06-07,NA,Recap,CARW,2441-13855,"G,R/A",ASY,M,NA,0,23.3,60,50,NA,Tail feather taken,08:00
WILLTERMD1,2016-06-07,JLM,Band,GRCA,2651-51822,"Y/P,A/W",ASY,M,CP,0,34.2,92,94,NA,Tail feather taken,08:30
WILLTERMD1,2016-06-07,JLM,Band,NOCA,2651-51823,"A/O,BK",AHY,M,NA,0,42.2,89,95,NA,"Tail feather taken, slightly balding",08:45
WILLTERMD1,2016-06-07,JLM,Band,NOCA,2651-51824,"BU/P,A",AHY,F,BP,0.5,44.3,89,99,NA,Tail feather taken,08:45
WILLTERMD1,2016-06-07,JLM,Band,HOWR,2750-64313,"BK/G,A",UNK,UNK,NA,0,9.8,50,42,NA,Tail feather taken,09:15
WILLTERMD1,2016-06-07,JLM,Band,HOWR,2750-64317,"A,P/BU",HY,UNK,NA,0,9.7,50,44,NA,Tail feather taken,09:15
WILLTERMD1,2016-06-07,JLM,Band,CACH,2750-64318,"P/O,A",AHY,F,BP,0,8.4,60,53,NA,Tail feather taken,10:00
WILLTERMD1,2016-06-07,JLM,Band,CACH,2750-64319,"PK,A",AHY,UNK,NA,0.5,9.8,62,53,NA,Tail feather taken,10:00
WILLTERMD1,2016-06-07,JLM,Band,GRCA,2651-51825,"A/R,BU",SY,UNK,NA,0,34.4,85,93,NA,Tail feather taken,10:45
SALOSHEMD1,2000-06-29,NA,Band,HOWR,1920-85941,"R/A,O",U,F,NA,NA,13.1,49,45,17.39,"yearColumn = 2000, banded 29 June -",NA
SALOSHEMD1,2000-06-29,NA,Band,HOWR,1920-85942,"Y,A/BU",NA,NA,NA,NA,NA,NA,NA,NA,"yearColumn = 2000, banded 29 June ",NA
SALOSHEMD1,2000-06-29,NA,Band,NOCA,791-17817,"W,BU/A",U,M,NA,NA,40.3,92,94,24.75,"yearColumn = 2000, banded 29 June -",NA
SALOSHEMD1,2000-06-29,NA,Band,CARW,1141-05743,"A/Y,O",U,M,NA,NA,21,62,49,23.04,"yearColumn = 2000, banded 29 june; yearColumn = 2002, resighted 22 May; yearColumn = 2003, resighted 17 Feb -",NA
SALOSHEMD1,2001-06-25,NA,Band,HOWR,2250-24073,"A,W/R",AHY,M,NA,NA,10.5,50,43.5,15.85,"yearColumn = 2001, banded 25 June -",NA
SALOSHEMD1,2001-06-25,NA,Band,CARW,1721-48508,"O/R,A",AHY,M,NA,NA,20.5,60,48.5,22.37,"yearColumn = 2001, banded 25 June; yearColumn = 2003, resighted by participant 15 May -",NA
SALOSHEMD1,2002-05-22,NA,Band,HOWR,2250-24329,"G,P/A",AHY,F,NA,NA,11.4,49,NA,14.89,"yearColumn = 2002, banded 22 May -",NA
SALOSHEMD1,2002-05-22,NA,Band,HOWR,2250-24330,"BU,O/A",AHY,M,NA,NA,11.5,51,NA,17.99,"yearColumn = 2002, banded 22 May -",NA
SALOSHEMD1,2002-05-22,NA,Band,CARW,1721-48525,"P,W/A",AHY,U,NA,NA,20.8,60,NA,22.02,"yearColumn = 2002, banded 22 May; yearColumn = 2003, resighted 1 August; yearColumn = 2004, resighted 24 June -",NA
SALOSHEMD1,2003-04-29,NA,Band,CACH,2250-24965,"W/A,O",AHY,M,NA,NA,9.7,64,NA,15.89,"yearColumn = 2003, banded 29 April -",NA
SALOSHEMD1,2003-04-29,NA,Band,HOWR,2250-24966,"BK/BK,A",AHY,M,NA,NA,9.7,52,NA,16.82,"yearColumn = 2003, banded 29 April -",NA
SALOSHEMD1,2003-07-08,NA,Band,HOWR,2250-24183,"R,Y/A",AHY,M,NA,NA,9.5,49,NA,17.03,"yearColumn = 2003, banded 8 July -",NA
SALOSHEMD1,2004-06-24,NA,Band,NOCA,1841-58876,"BU/P,A",AHY,F,NA,NA,38.3,88,NA,25.79,"yearColumn = 2004, banded 24 June -",NA
SALOSHEMD1,2004-06-24,NA,Band,CARW,1961-24123,"BK/A,Y",AHY,U,NA,NA,20.6,61,NA,22.57,"yearColumn = 2004, banded 24 June -",NA
SALOSHEMD1,2005-06-08,NA,Band,HOWR,2400-00655,"P,A/BK",AHY,M,NA,NA,10.2,49,NA,17.43,"yearColumn = 2005, banded 8 June -",NA
SALOSHEMD1,2005-06-08,NA,Band,NOCA,1951-41109,"G,Y/A",AHY,M,NA,NA,42.2,95,NA,24.03,"yearColumn = 2005, banded 8 June; yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted 6/22 -",NA
SALOSHEMD1,2006-07-13,NA,Band,CARW,4501-87449,"A/BU,R",AHY,M,NA,NA,21.5,62,NA,21.57,"yearColumn = 2006, banded 13 July; yearColumn = 2007, resighted by participant 1 June; yearColumn = 2008, resighted by participant 15 May; yearColumn = 2009, resighted 6/22 by ND -",NA
SALOSHEMD1,2007-06-19,NA,Band,HOWR,2460-22832,"A/O,O",AHY,M,NA,NA,10.8,51,NA,16.26,"yearColumn = 2007, banded 19 june -",NA
SALOSHEMD1,2007-06-19,NA,Band,GRCA,1991-46136,"R,W/A",AHY,M,NA,NA,34,86,NA,28.5,"yearColumn = 2007, banded 19 june -",NA
SALOSHEMD1,2007-06-19,NA,Band,CARW,2251-80494,"A/G,G",AHY,F,NA,NA,19.7,59,NA,21.89,"yearColumn = 2007, banded 19 june -",NA
SALOSHEMD1,2008-06-22,NA,Band,HOWR,2540-62830,"A,P/R",AHY,M,NA,NA,11,49,NA,17.12,"yearColumn = 2008, banded_6/22/08 -",NA
SALOSHEMD1,2008-06-22,NA,Band,GRCA,2301-56622,"Y,PK/A",AHY,F,NA,NA,37.9,85,NA,27.8,"yearColumn = 2008, banded_6/22/08 -",NA
SALOSHEMD1,2008-06-22,NA,Band,CACH,2540-62832,"A/BK,W",HY,U,NA,NA,9.6,62,NA,15.93,"yearColumn = 2008, banded_6/22/08 -",NA
SALOSHEMD1,2008-06-22,NA,Band,CACH,2540-62833,"P,A/Y",HY,U,NA,NA,10.4,60,NA,15.14,"yearColumn = 2008, banded_6/22/08 -",NA
SALOSHEMD1,2008-06-22,NA,Band,HOWR,2540-62831,"A,BU/BU",AHY,F,NA,NA,14,49,NA,17.17,"yearColumn = 2008, banded_6/22/08; yearColumn = 2009, recap 6/22/08 -",NA
SALOSHEMD1,2008-06-22,NA,Recap,HOWR,2540-62831,"A,BU/BU",AHY,F,NA,NA,14,49,NA,17.17,"yearColumn = 2008, banded_6/22/08; yearColumn = 2009, recap 6/22/08 -",NA
SALOSHEMD1,2009-06-22,NA,Band,HOWR,2590-32307,"BK/W,A",AHY,M,NA,NA,10.4,50,NA,16.8,"yearColumn = 2009, banded 6/22; yearColumn = 2010, Recap 6/8 -",NA
SALOSHEMD1,2010-06-08,NA,Band,HOWR,2610-37313,"R/A,BU",AHY,F,NA,NA,10.1,49,NA,16.73,"yearColumn = 2010, Captured 6/8 -",NA
SALOSHEMD1,2010-06-08,NA,Band,HOWR,2610-37314,"R/A,R",AHY,M,NA,NA,11.1,55,NA,17.34,"yearColumn = 2010, Captured 6/4 -",NA
SALOSHEMD1,2010-06-08,NA,Band,CACH,2610-37315,"R,A/G",AHY,F,NA,NA,9.9,61,NA,16.32,"yearColumn = 2010, Captured 6/8 -",NA
SALOSHEMD1,2010-06-08,NA,Band,CARW,2441-96314,"G,Y/A",HY,U,NA,NA,17.8,60,NA,19.74,"yearColumn = 2010, Captured 6/8 -",NA
SALOSHEMD1,2010-06-08,NA,Band,CACH,2610-37316,"G/A,Y",HY,U,NA,NA,10.4,59,NA,14.95,"yearColumn = 2010, Captured 6/8 -",NA
SALOSHEMD1,2010-06-08,NA,Band,CACH,2610-37318,"A,Y/Y",HY,U,NA,NA,10.2,62.5,NA,16.4,"yearColumn = 2010, Captured 6/8 -",NA
SALOSHEMD1,2010-06-08,NA,Band,NOCA,2421-11622,"R/A,BK",AHY,M,NA,NA,40,92,NA,24.22,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 3/25/2011, 10/11/2011; yearColumn = 2012, Resighted by participant 5/30/2012; yearColumn = 2014, resighted 7/1/14 on NN visit -",NA
